emoji,hexcode,cleaned_description,cleaned_llm_description,openmoji_tags
🇱🇰,1f1f1-1f1f0,flag sri lanka may show letter lk platform,emoji represents sri lanka island nation south asia known rich cultural heritage diverse wildlife beautiful landscape including beach mountain rainforest,"LK, flag, flag: sri lanka"
🇱🇷,1f1f1-1f1f7,flag liberia may show letter lr platform confused flag united state,emoji represents liberia west african country known rich history diverse culture contribution global affair including first african republic declare independence,"LR, flag, flag: liberia"
🇱🇸,1f1f1-1f1f8,flag lesotho may show letter l platform,emoji represents lesotho highaltitude landlocked kingdom southern africa known stunning landscape rich culture unique basotho horse,"LS, flag, flag: lesotho"
🇱🇹,1f1f1-1f1f9,flag lithuania may show letter lt platform,emoji represents lithuania country northern europe known rich history beautiful landscape vibrant culture,"LT, flag, flag: lithuania"
🇱🇺,1f1f1-1f1fa,flag luxembourg may show letter lu platform,emoji represents luxembourg small european country known picturesque landscape rich history thriving financial sector,"LU, flag, flag: luxembourg"
🇱🇻,1f1f1-1f1fb,flag latvia may show letter lv platform,emoji represents latvia country northern europe known rich cultural heritage beautiful landscape vibrant city like riga,"LV, flag, flag: latvia"
🇱🇾,1f1f1-1f1fe,flag libya may show letter ly platform,emoji represents libya north african country known ancient history rich cultural heritage diverse landscape including desert coastline mountain,"LY, flag, flag: libya"
🇲,1f1f2,,,
🇲🇦,1f1f2-1f1e6,flag morocco may show letter platform,emoji represents morocco north african country known rich history stunning landscape vibrant culture including iconic marrakech ancient city fez,"MA, flag, flag: morocco"
🇲🇨,1f1f2-1f1e8,flag monaco may show letter mc platform,emoji represents monaco small european country known glamorous casino luxurious lifestyle monaco grand prix famous annual formula one race,"MC, flag, flag: monaco"
🇲🇩,1f1f2-1f1e9,flag moldova may show letter md platform,emoji represents moldova country eastern europe known rich history diverse landscape cultural heritage,"MD, flag, flag: moldova"
🇲🇪,1f1f2-1f1ea,flag montenegro may show letter platform,emoji represents montenegro small balkan country known stunning natural beauty including bay kotor durmitor national park adriatic sea coastline,"ME, flag, flag: montenegro"
🇲🇫,1f1f2-1f1eb,flag st martin may show letter mf platform french half caribbean island saint martin,emoji represents st martin caribbean island known beautiful beach vibrant culture rich history divided two part st martin french sint maarten dutch distinct character language,"MF, flag, flag: st. martin"
🇲🇬,1f1f2-1f1ec,flag madagascar may show letter mg platform,emoji represents madagascar large island country indian ocean known unique wildlife including lemur baobab diverse ecosystem,"MG, flag, flag: madagascar"
🇲🇭,1f1f2-1f1ed,flag marshall island may show letter mh platform,emoji represents marshall island sovereign nation pacific ocean known beautiful coral atoll diverse marine life rich cultural heritage,"MH, flag, flag: marshall islands"
🇲🇰,1f1f2-1f1f0,flag north macedonia macedonia may show letter mk platform display stylized yellow sun red background eight ray extending center edge,emoji represents north macedonia country southeast europe known rich history diverse landscape cultural heritage,"MK, flag, flag: north macedonia"
🇲🇱,1f1f2-1f1f1,flag mali may show letter ml platform,emoji represents mali landlocked country west africa known rich history diverse culture stunning landscape including sahara desert niger river,"ML, flag, flag: mali"
🇲🇲,1f1f2-1f1f2,flag myanmar may show letter mm platform,emoji represents myanmar also known burma southeast asian country rich history diverse culture unique blend traditional modern influence,"MM, flag, flag: myanmar (burma)"
🇲🇳,1f1f2-1f1f3,flag mongolia may show letter mn platform,emoji represents mongolia landlocked country east asia known rich history including mongol empire genghis khan unique culture tradition,"MN, flag, flag: mongolia"
🇲🇴,1f1f2-1f1f4,flag macau may show letter mo platform,emoji represents macao special administrative region china vibrant city known rich history unique blend chinese portuguese culture popular tourist destination like historic center macao,"MO, flag, flag: macao sar china"
🇲🇵,1f1f2-1f1f5,flag northern mariana island may show letter mp platform,emoji represents northern mariana island territory united state located pacific ocean known beautiful beach diverse culture rich history,"MP, flag, flag: northern mariana islands"
🇲🇶,1f1f2-1f1f6,flag martinique may show letter mq platform many platform display historical snake flag martinique instead flag france official flag martinique newer ipsit flag used apple google samsung,emoji represents martinique french overseas department located caribbean known beautiful landscape rich culture vibrant creole heritage,"MQ, flag, flag: martinique"
🇲🇷,1f1f2-1f1f7,flag mauritania may show letter mr platform design changed august adding red band top bottom,emoji represents mauritania country west africa known rich history diverse culture unique landscape including sahara desert,"MR, flag, flag: mauritania"
🇲🇸,1f1f2-1f1f8,flag montserrat may show letter m platform,emoji represents montserrat british overseas territory known unique volcanic landscape rich history diverse culture,"MS, flag, flag: montserrat"
🇲🇹,1f1f2-1f1f9,flag malta may show letter mt platform,emoji represents malta southern european island country known rich history sunny weather beautiful coastline,"MT, flag, flag: malta"
🇲🇺,1f1f2-1f1fa,flag mauritius may show letter mu platform,emoji represents mauritius island country indian ocean known diverse culture beautiful beach vibrant economy,"MU, flag, flag: mauritius"
🇲🇻,1f1f2-1f1fb,flag maldives may show letter mv platform,emoji represents maldives tropical archipelago known stunning whitesand beach crystalclear lagoon diverse marine life attracting tourist around world,"MV, flag, flag: maldives"
🇲🇼,1f1f2-1f1fc,flag malawi may show letter mw platform,emoji represents malawi small landlocked country southeastern africa known beautiful landscape diverse wildlife rich cultural heritage,"MW, flag, flag: malawi"
🇲🇽,1f1f2-1f1fd,flag mexico may show letter mx platform,emoji represents mexico country known rich culture history diverse landscape including desert mountain beach well vibrant tradition cuisine,"MX, flag, flag: mexico"
🇲🇾,1f1f2-1f1fe,flag malaysia may show letter platform,emoji represents malaysia southeast asian country known diverse culture vibrant city stunning natural landscape including rainforest beach mountain,"MY, flag, flag: malaysia"
🇲🇿,1f1f2-1f1ff,flag mozambique may show letter mz platform,emoji represents mozambique southeastern african country known beautiful beach diverse wildlife rich cultural heritage,"MZ, flag, flag: mozambique"
🇳,1f1f3,,,
🇳🇦,1f1f3-1f1e6,flag namibia may show letter na platform,emoji represents namibia country southern africa known diverse landscape including namib desert wildlife reserve rich cultural heritage,"NA, flag, flag: namibia"
🇳🇨,1f1f3-1f1e8,flag new caledonia may show letter nc platform,emoji represents new caledonia french overseas territory known unique blend french melanesian culture stunning natural landscape vibrant coral reef,"NC, flag, flag: new caledonia"
🇳🇪,1f1f3-1f1ea,flag niger may show letter ne platform,emoji represents niger landlocked country west africa known diverse landscape including sahara desert savanna niger river well rich cultural heritage historical site,"NE, flag, flag: niger"
🇳🇫,1f1f3-1f1eb,flag norfolk island may show letter nf platform,emoji represents norfolk island small island located pacific ocean known unique history culture natural beauty,"NF, flag, flag: norfolk island"
🇳🇬,1f1f3-1f1ec,flag nigeria may show letter ng platform,emoji represents nigeria west african country known rich cultural heritage diverse landscape vibrant city,"NG, flag, flag: nigeria"
🇳🇮,1f1f3-1f1ee,flag nicaragua may show letter ni platform,emoji represents nicaragua country central america known rich history diverse landscape vibrant culture,"NI, flag, flag: nicaragua"
🇳🇱,1f1f3-1f1f1,flag netherlands may show letter nl platform,emoji represents netherlands country known picturesque landscape tulip field windmill rich history including golden age science trade art,"NL, flag, flag: netherlands"
🇳🇴,1f1f3-1f1f4,flag norway may show letter platform,emoji represents norway scandinavian country known stunning fjord mountain vibrant culture including rich history music literature,"NO, flag, flag: norway"
🇳🇵,1f1f3-1f1f5,flag nepal may show letter np platform,emoji represents nepal landlocked country south asia known diverse landscape including himalaya rich cultural heritage influence hinduism buddhism,"NP, flag, flag: nepal"
🇳🇷,1f1f3-1f1f7,flag nauru may show letter nr platform,emoji represents nauru small island country pacific ocean known rich culture unique geography phosphate mining industry,"NR, flag, flag: nauru"
